30.1347	0.000e0
30.1636	0.000e0
30.1660	1.900e1
30.1684	7.000e0
30.1708	0.000e0
30.1973	0.000e0
30.1998	1.100e1
30.2022	1.500e1
30.2046	5.700e1
30.2070	1.700e1
30.2094	0.000e0
30.2118	0.000e0
30.2142	9.000e0
30.2166	1.100e1
30.2190	0.000e0
30.2311	0.000e0
30.2335	1.900e1
30.2359	4.000e0
30.2383	0.000e0
30.2408	1.700e1
30.2432	8.000e0
30.2456	1.500e1
30.2480	2.000e0
30.2504	0.000e0
30.2552	0.000e0
30.2577	1.100e1
30.2601	9.000e0
30.2625	0.000e0
30.2649	2.700e1
30.2673	2.000e0
30.2697	0.000e0
30.2818	0.000e0
30.2842	2.200e1
30.2866	3.000e0
30.2890	0.000e0
30.3325	0.000e0
30.3349	1.600e1
30.3373	1.000e1
30.3398	0.000e0
30.3664	0.000e0
30.3688	8.000e0
30.3712	2.500e1
30.3736	0.000e0
30.3809	0.000e0
30.3833	7.000e0
30.3857	2.300e1
30.3881	0.000e0
30.3954	0.000e0
30.3978	8.000e0
30.4002	7.000e0
30.4026	0.000e0
30.4051	2.000e1
30.4075	1.300e1
30.4099	0.000e0
30.4292	0.000e0
30.4317	3.000e0
30.4341	1.100e1
30.4365	0.000e0
30.4535	0.000e0
30.4559	3.100e1
30.4583	4.000e0
30.4607	0.000e0
30.4704	0.000e0
30.4728	9.000e0
30.4753	1.100e1
30.4777	0.000e0
30.5164	0.000e0
30.5189	2.300e1
30.5213	2.000e0
30.5237	0.000e0
30.5334	0.000e0
30.5358	1.800e1
30.5383	7.000e0
30.5407	0.000e0
30.5431	0.000e0
30.5455	4.700e1
30.5480	1.300e1
30.5504	0.000e0
30.5552	0.000e0
30.5577	1.900e1
30.5601	3.000e1
30.5625	1.100e1
30.5649	1.100e1
30.5674	3.000e0
30.5698	1.100e1
30.5722	0.000e0
30.5843	0.000e0
30.5868	2.300e1
30.5892	1.000e0
30.5916	0.000e0
30.5965	0.000e0
30.5989	3.600e1
30.6013	2.000e1
30.6038	0.000e0
30.6062	0.000e0
30.6086	1.200e1
30.6110	9.000e0
30.6135	5.000e0
30.6159	1.000e1
30.6183	0.000e0
30.6523	0.000e0
30.6548	2.700e1
30.6572	4.000e0
30.6596	0.000e0
30.7107	0.000e0
30.7131	3.000e0
30.7155	1.900e1
30.7179	1.000e0
30.7204	1.200e1
30.7228	0.000e0
30.7252	1.000e0
30.7277	2.300e1
30.7301	0.000e0
30.7350	0.000e0
30.7374	2.400e1
30.7398	1.700e1
30.7423	7.000e0
30.7447	2.000e0
30.7471	3.000e1
30.7496	2.500e1
30.7520	1.500e1
30.7544	2.000e0
30.7569	0.000e0
30.7593	5.000e0
30.7617	1.800e1
30.7642	9.000e0
30.7666	1.400e1
30.7690	8.000e0
30.7715	0.000e0
30.7739	0.000e0
30.7763	2.300e1
30.7788	4.000e0
30.7812	0.000e0
30.7836	8.000e0
30.7861	9.000e0
30.7885	4.000e0
30.7909	2.300e1
30.7934	0.000e0
30.7958	3.000e0
30.7982	3.500e1
30.8007	3.300e1
30.8031	0.000e0
30.8056	1.000e1
30.8080	9.000e0
30.8104	0.000e0
30.8494	0.000e0
30.8518	3.000e0
30.8543	1.100e1
30.8567	0.000e0
30.8616	0.000e0
30.8640	1.400e1
30.8665	1.500e1
30.8689	0.000e0
30.8835	0.000e0
30.8860	4.000e0
30.8884	1.200e1
30.8908	0.000e0
30.9055	0.000e0
30.9079	2.500e1
30.9104	1.900e1
30.9128	0.000e0
30.9177	0.000e0
30.9201	2.400e1
30.9226	1.200e1
30.9250	0.000e0
30.9274	0.000e0
30.9299	7.000e0
30.9323	2.300e1
30.9348	2.000e0
30.9372	1.300e1
30.9396	0.000e0
30.9421	4.000e0
30.9445	1.400e1
30.9470	1.800e1
30.9494	7.000e0
30.9518	0.000e0
30.9543	0.000e0
30.9567	9.000e0
30.9592	1.800e1
30.9616	0.000e0
30.9836	0.000e0
30.9860	7.000e0
30.9885	1.000e1
30.9909	0.000e0
31.0985	0.000e0
31.1009	1.000e1
31.1034	2.000e1
31.1058	1.600e1
31.1083	0.000e0
31.1327	0.000e0
31.1352	3.000e0
31.1376	1.100e1
31.1401	5.000e0
31.1425	8.000e0
31.1450	0.000e0
31.1499	0.000e0
31.1523	1.100e1
31.1548	1.300e1
31.1572	0.000e0
31.2087	0.000e0
31.2111	2.000e1
31.2136	2.000e0
31.2160	0.000e0
31.2307	0.000e0
31.2332	1.000e0
31.2356	1.500e1
31.2381	0.000e0
31.2577	0.000e0
31.2602	3.000e0
31.2626	1.100e1
31.2651	0.000e0
31.2724	0.000e0
31.2749	5.000e0
31.2773	1.500e1
31.2798	0.000e0
31.2822	1.100e1
31.2847	3.700e1
31.2872	5.200e1
31.2896	8.000e0
31.2921	0.000e0
31.2970	0.000e0
31.2994	3.000e0
31.3019	5.600e1
31.3043	1.100e1
31.3068	0.000e0
31.3092	1.000e0
31.3117	1.900e1
31.3142	0.000e0
31.3166	0.000e0
31.3191	3.700e1
31.3215	1.100e1
31.3240	5.000e0
31.3264	2.500e1
31.3289	2.000e1
31.3313	3.100e1
31.3338	0.000e0
31.3879	0.000e0
31.3903	1.500e1
31.3928	5.000e0
31.3952	0.000e0
31.4469	0.000e0
31.4493	3.800e1
31.4518	2.600e1
31.4543	8.000e0
31.4567	0.000e0
31.4592	3.100e1
31.4616	3.900e1
31.4641	0.000e0
31.4666	1.800e1
31.4690	1.100e1
31.4715	0.000e0
31.4764	0.000e0
31.4789	1.000e0
31.4813	2.500e1
31.4838	0.000e0
31.5133	0.000e0
31.5158	2.600e1
31.5183	1.000e0
31.5207	0.000e0
31.5454	0.000e0
31.5478	5.000e0
31.5503	2.300e1
31.5528	8.000e0
31.5552	0.000e0
31.5873	0.000e0
31.5898	1.000e1
31.5922	3.000e0
31.5947	0.000e0
31.6193	0.000e0
31.6218	1.000e1
31.6243	1.700e1
31.6268	0.000e0
31.6465	0.000e0
31.6490	5.000e0
31.6514	8.000e0
31.6539	0.000e0
31.6564	3.000e0
31.6588	1.700e1
31.6613	0.000e0
31.6638	0.000e0
31.6662	2.600e1
31.6687	0.000e0
31.6712	1.300e1
31.6737	9.000e0
31.6761	0.000e0
31.6811	0.000e0
31.6835	1.200e1
31.6860	1.700e1
31.6885	7.000e0
31.6909	7.000e0
31.6934	0.000e0
31.7008	0.000e0
31.7033	5.000e0
31.7058	2.700e1
31.7082	2.000e0
31.7107	0.000e0
31.7206	0.000e0
31.7231	9.000e0
31.7255	1.100e1
31.7280	0.000e0
31.7305	0.000e0
31.7329	1.700e1
31.7354	6.000e0
31.7379	0.000e0
31.7626	0.000e0
31.7651	1.000e0
31.7676	1.500e1
31.7700	4.000e0
31.7725	1.200e1
31.7750	0.000e0
31.7997	0.000e0
31.8022	2.000e0
31.8047	2.000e1
31.8071	0.000e0
31.8220	0.000e0
31.8245	1.400e1
31.8269	3.500e1
31.8294	1.600e1
31.8319	0.000e0
31.8393	0.000e0
31.8418	1.300e1
