0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
1,1.000000,0.125121,0.191551,0.124153,0.120284,0.012899,0.120606,0.134795,0.187359,0.099968,0.032248,0.173815,0.025798,0.016769,0.045147,0.269268,0.153499,0.031280,0.026443,0.044179,0.099000,0.014189,0.197678,0.283779,0.024831,0.007739,0.002257,0.011609,0.009674,0.012577,0.012577,0.091906,0.115124,0.014189,0.028055,0.020639,0.025153,0.003225,0.016124,0.018059,0.114479,0.115769,0.039987,0.282812,0.015479,0.020639,0.026766,0.121574,0.029023,0.002257,0.003225,0.008707,0.014834,0.001612,0.019349,0.034183,0.008062,0.010642,0.001612,0.008384,0.010964,0.013866,0.014511,0.062560,0.190906,0.025798,0.019994,0.014834,0.031925,0.003547,0.011932,0.005160,0.033538,0.042244,0.003225,0.010964,0.004192,0.002580,0.003225,0.005805,0.028378,0.004837,0.001612,0.002580,0.042244,0.005160,0.010642,0.010319,0.001935,0.002257,0.000000,0.001935,0.000645,0.005805,0.001290,0.008384,0.121896,0.012577,0.012899,0.010964,0.016446,0.003870,0.011609,0.012899,0.188326,0.250564,0.019671,0.101258,0.027088,0.044502,0.015479,0.064173,0.040310,0.003225,0.002902,0.004515,0.020316,0.003225,0.020639,0.029023,0.009352,0.010642,0.001935,0.011609,0.016769,0.033215,0.029345,0.087391,0.108997,0.022896,0.029668,0.019026,0.015479,0.003870,0.017091,0.013866,0.032570,0.017091,0.003547,0.030635,0.004515,0.002902,0.003547,0.029023,0.097388,0.022251,0.035472,0.027088,0.134795,0.020639,0.253789,0.111577,0.011609,0.012577,0.001612,0.017736,0.006127,0.011609,0.010642,0.056756,0.014189,0.002257,0.004515,0.002580,0.003547,0.000967,0.002257,0.004192,0.013222,0.017091,0.005160,0.047727,0.002257,0.002902,0.004192,0.028378,0.020316,0.001612,0.006450,0.003547,0.017414,0.005160,0.044179,0.027088,0.015801,0.018704,0.005482,0.040310,0.011287,0.049984,0.033538,0.204773,0.140600,0.017414,0.010319,0.011609,0.015801,0.004192,0.012577,0.012577,0.035150,0.026121,0.000645,0.018381,0.006127,0.003225,0.002580,0.026766,0.181232,0.027411,0.013866,0.012899,0.307965,0.050951,0.087714,0.068365,0.012254,0.018059,0.002257,0.028378,0.009029,0.043212,0.010964,0.086424,0.161561,0.011932,0.010642,0.012899,0.021606,0.003870,0.012254,0.035150,0.291196,0.124798,0.015156,0.069977,0.041922,0.033538,0.035472,0.148984,0.283457,0.039342,0.009352,0.032893,0.114479,0.030635,0.070622,0.136730,0.105127,0.065785,0.005482,0.092228,0.077072,0.206385,0.104482,0.640116
1,1.000000,0.120258,0.247316,0.156049,0.098067,0.016822,0.158196,0.151396,0.159270,0.137437,0.026843,0.228346,0.021475,0.014316,0.030780,0.206514,0.169649,0.027917,0.032928,0.040086,0.115247,0.017538,0.230136,0.226557,0.021832,0.011811,0.001074,0.013601,0.010737,0.018969,0.012885,0.089477,0.106657,0.019685,0.025054,0.020043,0.025412,0.002505,0.018969,0.019685,0.132427,0.157122,0.037938,0.307802,0.022906,0.025412,0.023980,0.124553,0.020759,0.001074,0.004295,0.002505,0.023980,0.002147,0.030064,0.036507,0.014674,0.009664,0.002505,0.014316,0.013243,0.018253,0.017895,0.082677,0.235147,0.029349,0.028633,0.012885,0.031496,0.001790,0.023264,0.010021,0.030780,0.039728,0.004295,0.014674,0.002863,0.004295,0.002147,0.010379,0.033644,0.004653,0.002505,0.000716,0.039728,0.005011,0.017180,0.010379,0.002147,0.000716,0.000000,0.001432,0.002147,0.004653,0.002863,0.008232,0.162849,0.021832,0.014674,0.017895,0.023264,0.004653,0.020043,0.016464,0.254116,0.318182,0.018611,0.117752,0.029349,0.046170,0.020759,0.078382,0.030422,0.003221,0.001790,0.003221,0.026127,0.002863,0.027559,0.022548,0.016822,0.011095,0.001790,0.012885,0.022548,0.042233,0.031854,0.092699,0.106657,0.021475,0.028275,0.023622,0.014316,0.003937,0.015032,0.013601,0.027201,0.016464,0.003579,0.033286,0.002505,0.002147,0.002863,0.027917,0.141374,0.026127,0.040802,0.025054,0.167502,0.023264,0.313171,0.131353,0.015032,0.012885,0.003579,0.017895,0.008232,0.019327,0.015032,0.080888,0.016822,0.005011,0.003937,0.003937,0.002863,0.000000,0.003221,0.003579,0.018969,0.023264,0.003579,0.045455,0.002863,0.005727,0.003937,0.036865,0.024696,0.006084,0.003579,0.006800,0.026485,0.002863,0.057266,0.032570,0.017895,0.023980,0.003579,0.040444,0.020401,0.064424,0.050465,0.258769,0.183966,0.023264,0.016464,0.012885,0.024696,0.005727,0.018969,0.015748,0.037223,0.022906,0.002147,0.022548,0.006084,0.005369,0.004295,0.020759,0.234431,0.027917,0.017180,0.019327,0.299213,0.058339,0.135290,0.076593,0.015390,0.017538,0.002147,0.027559,0.011453,0.045455,0.007158,0.089477,0.185039,0.024696,0.015032,0.021117,0.021117,0.005369,0.020759,0.035791,0.277022,0.132785,0.012169,0.077666,0.034359,0.030780,0.029349,0.124195,0.265211,0.032570,0.015390,0.025054,0.134932,0.037938,0.082677,0.132069,0.120616,0.088404,0.007874,0.105583,0.094130,0.282033,0.109520,0.712241
1,1.000000,0.107778,0.151389,0.110000,0.094167,0.012500,0.085278,0.095278,0.163056,0.095833,0.027222,0.126111,0.025000,0.012500,0.032778,0.155278,0.152500,0.031667,0.033889,0.041389,0.083056,0.013611,0.139167,0.159167,0.029444,0.013056,0.004722,0.013889,0.013333,0.014444,0.011389,0.071389,0.093333,0.015833,0.030000,0.014444,0.027778,0.003333,0.015278,0.014444,0.078889,0.081667,0.037500,0.150556,0.019444,0.018333,0.027222,0.085556,0.029167,0.004722,0.004444,0.005278,0.016389,0.003611,0.033333,0.037778,0.010278,0.005000,0.002500,0.009722,0.008333,0.011944,0.020833,0.072222,0.141944,0.023056,0.022778,0.014167,0.023333,0.005556,0.010556,0.009444,0.033056,0.034722,0.003611,0.011667,0.004722,0.005833,0.002500,0.011111,0.031389,0.004444,0.002222,0.001111,0.032778,0.006944,0.010278,0.008889,0.004167,0.000000,0.000556,0.001667,0.002500,0.005000,0.003056,0.009722,0.082500,0.017778,0.013889,0.015556,0.016389,0.003611,0.013611,0.017500,0.141944,0.174444,0.013056,0.083611,0.033611,0.044722,0.021111,0.080000,0.034722,0.005278,0.003333,0.003333,0.030000,0.003889,0.019722,0.032500,0.014167,0.006944,0.003611,0.011944,0.015278,0.035833,0.025833,0.102222,0.097222,0.018333,0.026389,0.017500,0.012222,0.002778,0.013056,0.022222,0.027500,0.018333,0.005556,0.030278,0.007500,0.003056,0.003611,0.036944,0.086944,0.015000,0.030556,0.030278,0.082222,0.016667,0.148611,0.079722,0.012778,0.010556,0.003333,0.016667,0.008889,0.014167,0.009722,0.056389,0.011389,0.002778,0.003611,0.003056,0.001944,0.000556,0.003889,0.003333,0.015833,0.014722,0.006389,0.043333,0.001667,0.004167,0.006667,0.027778,0.018611,0.001944,0.006667,0.006944,0.014167,0.003333,0.045278,0.039167,0.012500,0.015278,0.004722,0.041111,0.011944,0.038611,0.037778,0.184167,0.099167,0.020833,0.014722,0.015556,0.017222,0.004722,0.017500,0.020278,0.030833,0.025000,0.003333,0.015278,0.004167,0.005000,0.004444,0.025833,0.128611,0.032222,0.017500,0.021111,0.182500,0.046944,0.074167,0.070278,0.013611,0.015833,0.001667,0.030278,0.007222,0.039722,0.012500,0.094167,0.091389,0.015556,0.010278,0.015000,0.016111,0.006667,0.013333,0.035278,0.159444,0.091667,0.008056,0.071389,0.031389,0.031389,0.032500,0.136667,0.155556,0.033333,0.010556,0.028611,0.080556,0.027500,0.076667,0.142500,0.066111,0.064444,0.008611,0.091667,0.065556,0.197222,0.104722,0.695556
1,1.000000,0.091638,0.149880,0.098050,0.090302,0.013358,0.090836,0.150147,0.113278,0.072669,0.016297,0.166444,0.015228,0.010954,0.021908,0.239915,0.115683,0.018969,0.021106,0.029655,0.076409,0.007748,0.153887,0.290943,0.017366,0.008015,0.000801,0.004809,0.006412,0.006412,0.005076,0.084157,0.090569,0.008282,0.016030,0.007213,0.017099,0.001336,0.010419,0.006946,0.076944,0.120492,0.030457,0.246059,0.010687,0.014961,0.013358,0.105797,0.016030,0.002672,0.002672,0.002137,0.008015,0.000534,0.016564,0.021640,0.003740,0.004809,0.000267,0.003740,0.003740,0.010687,0.006679,0.056105,0.153353,0.017366,0.016030,0.008015,0.020839,0.002672,0.008549,0.005878,0.022442,0.028854,0.001336,0.010954,0.002137,0.002137,0.000534,0.003473,0.021106,0.002672,0.000801,0.001336,0.029655,0.005343,0.006679,0.006679,0.001336,0.000267,0.000000,0.000801,0.000801,0.002939,0.002672,0.004275,0.102057,0.006946,0.009618,0.007213,0.009618,0.001336,0.004275,0.007748,0.190489,0.302431,0.007213,0.074806,0.018702,0.025648,0.010152,0.053700,0.019503,0.002137,0.000267,0.001603,0.012557,0.002672,0.010419,0.016564,0.008816,0.005076,0.001336,0.006946,0.005076,0.023511,0.010954,0.046754,0.094844,0.014961,0.019770,0.009351,0.008015,0.001069,0.008282,0.011488,0.022976,0.011221,0.001870,0.011755,0.004007,0.000801,0.002137,0.018167,0.086562,0.008282,0.031793,0.013358,0.141063,0.012824,0.282394,0.099118,0.006412,0.004275,0.000534,0.005343,0.004275,0.008549,0.007481,0.054769,0.010152,0.002137,0.002404,0.001069,0.002672,0.000801,0.001336,0.001336,0.009084,0.011221,0.004007,0.028052,0.001069,0.001603,0.001069,0.012824,0.008282,0.001603,0.005343,0.002939,0.013625,0.003206,0.029121,0.012824,0.008282,0.008549,0.001870,0.021106,0.009351,0.034999,0.020839,0.151483,0.109538,0.010419,0.008282,0.004809,0.010152,0.000801,0.006412,0.008549,0.026449,0.012824,0.001069,0.006412,0.001336,0.001603,0.001603,0.011755,0.207587,0.014427,0.007748,0.009885,0.340369,0.032327,0.082554,0.055303,0.008549,0.010152,0.000534,0.010687,0.005343,0.021106,0.006145,0.046487,0.207587,0.015496,0.005878,0.009885,0.020305,0.000801,0.013358,0.020572,0.414908,0.127171,0.006679,0.047555,0.031526,0.019770,0.016831,0.076409,0.361208,0.025381,0.007748,0.016297,0.132781,0.021106,0.064120,0.087630,0.130110,0.068662,0.005076,0.052097,0.072936,0.163505,0.068662,0.338231
1,1.000000,0.098790,0.235887,0.151210,0.103159,0.019825,0.147177,0.096438,0.145833,0.115927,0.034274,0.216062,0.022513,0.014785,0.028226,0.137769,0.144153,0.019825,0.034610,0.023522,0.117944,0.015121,0.212366,0.118280,0.013441,0.010081,0.002016,0.012433,0.012433,0.016465,0.012097,0.057460,0.106183,0.017809,0.030242,0.019489,0.023185,0.003696,0.024866,0.019153,0.125336,0.146505,0.038306,0.276882,0.020161,0.024194,0.026546,0.117608,0.019153,0.002352,0.006048,0.004704,0.016129,0.003360,0.033938,0.022849,0.006720,0.009745,0.004368,0.016465,0.014113,0.021505,0.024194,0.075269,0.217070,0.031922,0.032258,0.022177,0.030578,0.008065,0.025874,0.013441,0.030914,0.030914,0.005712,0.020161,0.004368,0.005040,0.002688,0.013105,0.033602,0.004032,0.004032,0.002016,0.036962,0.005712,0.022177,0.012769,0.002688,0.001680,0.000000,0.002016,0.001680,0.007392,0.003024,0.009409,0.140121,0.025202,0.024194,0.023185,0.023522,0.005040,0.018481,0.013105,0.199597,0.254032,0.023858,0.142809,0.031250,0.043011,0.025874,0.095430,0.025538,0.004704,0.002352,0.003024,0.032594,0.006384,0.027554,0.018145,0.017137,0.009409,0.001344,0.011761,0.026882,0.046371,0.031922,0.102151,0.104167,0.020833,0.028898,0.025538,0.015793,0.003696,0.018817,0.021505,0.017473,0.021169,0.003360,0.031586,0.003024,0.002352,0.003696,0.026546,0.132728,0.019489,0.038306,0.031922,0.163306,0.024194,0.256384,0.110887,0.010081,0.009409,0.004032,0.018145,0.008737,0.020833,0.014113,0.076613,0.013777,0.002016,0.004704,0.004032,0.005040,0.002688,0.004368,0.004368,0.017137,0.024866,0.006720,0.055108,0.004032,0.011425,0.007728,0.035282,0.016801,0.006048,0.005712,0.006384,0.023858,0.006720,0.053091,0.030242,0.017473,0.023185,0.006720,0.048051,0.024194,0.081989,0.048051,0.314516,0.167339,0.026882,0.020497,0.021505,0.022177,0.005712,0.022513,0.019825,0.028226,0.025202,0.002352,0.029234,0.004704,0.006384,0.005040,0.024866,0.217406,0.035954,0.024530,0.027218,0.298723,0.064516,0.149530,0.085685,0.012769,0.026210,0.002016,0.033266,0.010081,0.063508,0.012769,0.102823,0.110215,0.020497,0.013441,0.017809,0.020833,0.005376,0.016801,0.017137,0.115255,0.111223,0.013777,0.084005,0.028562,0.028898,0.019153,0.084341,0.142809,0.024530,0.013777,0.017809,0.118952,0.032258,0.102151,0.078629,0.067540,0.077285,0.010417,0.113239,0.091398,0.328965,0.114583,0.805108
1,1.000000,0.126902,0.205937,0.159926,0.133952,0.021521,0.153247,0.220779,0.204824,0.126531,0.034137,0.215213,0.031540,0.017440,0.035622,0.295733,0.212616,0.040445,0.030056,0.043043,0.125417,0.021892,0.203711,0.345455,0.032653,0.013729,0.004453,0.015584,0.011503,0.013729,0.017440,0.133581,0.129499,0.020408,0.026345,0.021892,0.027087,0.004082,0.019666,0.019295,0.123933,0.147681,0.043043,0.235250,0.019295,0.026345,0.030056,0.139147,0.023748,0.004453,0.004453,0.004453,0.017811,0.002226,0.028200,0.037477,0.012987,0.007421,0.001484,0.012987,0.014471,0.016698,0.021150,0.086827,0.210019,0.030427,0.025603,0.017811,0.033024,0.004082,0.012987,0.014842,0.034879,0.031169,0.002597,0.018182,0.002226,0.004824,0.002597,0.013358,0.034879,0.004824,0.003340,0.001113,0.041558,0.004453,0.024119,0.016327,0.003711,0.001855,0.000000,0.000742,0.000000,0.001113,0.001113,0.013358,0.160668,0.015584,0.016327,0.015584,0.017440,0.004082,0.017440,0.018553,0.225974,0.211503,0.020037,0.117625,0.035622,0.037477,0.021892,0.071985,0.034137,0.006679,0.001855,0.002226,0.028571,0.005195,0.020037,0.028571,0.014842,0.012987,0.002968,0.016327,0.017811,0.028571,0.027458,0.105380,0.123933,0.021521,0.029314,0.015213,0.025603,0.002597,0.019666,0.020037,0.025974,0.022635,0.003711,0.021150,0.002968,0.002597,0.004453,0.025974,0.151020,0.021521,0.040074,0.020408,0.133952,0.016327,0.212245,0.126902,0.014100,0.013729,0.001855,0.015955,0.009276,0.016698,0.010761,0.093506,0.024490,0.005937,0.002597,0.004082,0.005195,0.002226,0.003340,0.004824,0.017440,0.023006,0.001113,0.050464,0.002968,0.005937,0.005566,0.031169,0.017069,0.002597,0.002968,0.006679,0.023748,0.006308,0.039332,0.030798,0.014100,0.022635,0.002597,0.037848,0.014471,0.041558,0.032282,0.223377,0.181818,0.020037,0.018182,0.010761,0.026345,0.003340,0.019666,0.014100,0.041929,0.029314,0.004453,0.017811,0.003711,0.006308,0.007050,0.028571,0.220037,0.030427,0.020037,0.015584,0.237106,0.037106,0.110204,0.077180,0.020408,0.021150,0.002226,0.030427,0.017811,0.034508,0.016327,0.090538,0.225603,0.023006,0.013729,0.015584,0.023748,0.003711,0.017811,0.045269,0.403340,0.145083,0.015955,0.098330,0.037106,0.031540,0.028571,0.147310,0.344712,0.038590,0.014100,0.028571,0.144341,0.041558,0.089796,0.153247,0.144341,0.108720,0.011874,0.107236,0.106494,0.216698,0.101670,0.784787
1,1.000000,0.114571,0.259516,0.187620,0.116494,0.018070,0.197616,0.170704,0.136870,0.128028,0.029604,0.289504,0.020761,0.018454,0.024990,0.213764,0.147636,0.014994,0.031526,0.019608,0.146482,0.019223,0.276432,0.204537,0.012303,0.010765,0.003076,0.011150,0.011150,0.014225,0.012687,0.099193,0.100730,0.015379,0.038062,0.015763,0.021915,0.001922,0.023453,0.020761,0.136101,0.223760,0.043829,0.392541,0.015379,0.027297,0.026528,0.164937,0.019608,0.000769,0.001922,0.000384,0.019223,0.003845,0.029988,0.025759,0.010765,0.007689,0.001538,0.011150,0.013072,0.020761,0.022299,0.077278,0.251442,0.026528,0.031911,0.016917,0.027297,0.003076,0.022684,0.010765,0.028451,0.037678,0.003076,0.015763,0.003460,0.004614,0.001538,0.014994,0.027682,0.003460,0.003460,0.002691,0.041907,0.003845,0.017686,0.005383,0.001538,0.003076,0.000384,0.001538,0.001922,0.004229,0.001538,0.005383,0.187236,0.022299,0.016917,0.016532,0.018839,0.003076,0.016148,0.015763,0.283737,0.399846,0.020761,0.149558,0.031526,0.055363,0.029604,0.092272,0.021915,0.002307,0.001153,0.002691,0.032295,0.002691,0.017301,0.012303,0.015379,0.010765,0.004998,0.008843,0.022684,0.044983,0.024606,0.106498,0.119185,0.024606,0.025759,0.021530,0.019608,0.001922,0.020761,0.017686,0.020377,0.018839,0.003076,0.030757,0.001922,0.001922,0.002307,0.028451,0.146098,0.018839,0.045367,0.022684,0.226836,0.024221,0.369089,0.141869,0.010381,0.009996,0.002307,0.020377,0.006536,0.020377,0.008843,0.103422,0.019608,0.002307,0.003076,0.002691,0.004998,0.000769,0.003460,0.002307,0.018454,0.020377,0.007305,0.064975,0.002691,0.006151,0.003460,0.033833,0.021915,0.002691,0.005767,0.005383,0.032295,0.008074,0.054210,0.029604,0.018839,0.026528,0.004998,0.043829,0.021915,0.075740,0.048058,0.308343,0.188389,0.031526,0.017686,0.013456,0.020377,0.004614,0.016917,0.016917,0.028835,0.025375,0.001922,0.023453,0.002691,0.006151,0.001538,0.011534,0.312572,0.037678,0.018454,0.027297,0.419070,0.069973,0.176086,0.099577,0.014610,0.020377,0.000000,0.026913,0.016917,0.050365,0.015763,0.104960,0.198001,0.019223,0.009996,0.018454,0.020377,0.002307,0.012303,0.014610,0.213379,0.156478,0.007689,0.098039,0.024990,0.034602,0.018454,0.077278,0.257209,0.023453,0.011534,0.018070,0.180700,0.043060,0.106882,0.083045,0.103422,0.098424,0.004998,0.108035,0.101499,0.319877,0.106498,0.712034
1,1.000000,0.127369,0.189538,0.173995,0.113723,0.018954,0.147081,0.169067,0.214556,0.152388,0.037149,0.232752,0.030705,0.023503,0.036391,0.222896,0.194466,0.028810,0.040561,0.035254,0.137225,0.015542,0.244882,0.254738,0.023882,0.021228,0.004549,0.023882,0.015542,0.025398,0.018954,0.108036,0.112964,0.020470,0.034496,0.031084,0.021607,0.004549,0.029568,0.028052,0.137604,0.127369,0.037908,0.266111,0.022365,0.026156,0.036391,0.144807,0.027293,0.003412,0.004928,0.003412,0.024261,0.003791,0.041698,0.034117,0.016300,0.012889,0.002274,0.009477,0.012889,0.016679,0.021607,0.097043,0.210008,0.025777,0.023503,0.018954,0.029947,0.003791,0.022745,0.017058,0.040561,0.034496,0.001516,0.027293,0.003791,0.006823,0.004549,0.015921,0.032600,0.001895,0.002654,0.003791,0.033738,0.004549,0.021986,0.015921,0.003791,0.004928,0.000758,0.002654,0.003412,0.004928,0.004170,0.010235,0.157695,0.019712,0.020470,0.027293,0.025398,0.004170,0.020470,0.021228,0.245641,0.189917,0.025398,0.126990,0.032600,0.042077,0.028431,0.101592,0.037149,0.006065,0.003791,0.006065,0.031842,0.006823,0.031084,0.030705,0.017058,0.017058,0.003412,0.010614,0.020849,0.039803,0.034117,0.134572,0.121304,0.026156,0.024261,0.023882,0.017817,0.005686,0.023882,0.017058,0.029189,0.015921,0.007961,0.026535,0.004928,0.004549,0.006444,0.032980,0.164139,0.020849,0.037528,0.028431,0.147081,0.022745,0.210387,0.135330,0.017437,0.016679,0.002654,0.021228,0.008340,0.022365,0.012509,0.088704,0.016679,0.005307,0.005686,0.006444,0.006065,0.000000,0.005307,0.005307,0.018196,0.023124,0.005686,0.047384,0.003033,0.010993,0.007961,0.039424,0.023882,0.004928,0.004170,0.008340,0.033738,0.005307,0.038666,0.039045,0.023124,0.023882,0.006444,0.043973,0.023503,0.046626,0.032221,0.260045,0.173616,0.027672,0.018954,0.020470,0.028431,0.003791,0.020849,0.028052,0.039803,0.029947,0.005686,0.023882,0.006823,0.005307,0.005307,0.026914,0.264215,0.036770,0.017437,0.025019,0.265732,0.054208,0.131918,0.102350,0.014026,0.019712,0.004549,0.028431,0.016679,0.039803,0.016679,0.117892,0.156558,0.023124,0.017437,0.023124,0.026914,0.006823,0.023503,0.033359,0.273692,0.142153,0.016679,0.117892,0.036770,0.037149,0.033738,0.144428,0.222138,0.028052,0.017058,0.023882,0.162244,0.043215,0.105762,0.128886,0.114860,0.101971,0.013268,0.125853,0.100455,0.283548,0.132676,0.902957
1,1.000000,0.113505,0.259807,0.147267,0.103537,0.015434,0.139228,0.149839,0.138907,0.103859,0.029904,0.198392,0.025080,0.016720,0.032476,0.214791,0.136656,0.019614,0.030225,0.031190,0.100000,0.012219,0.208360,0.252412,0.019293,0.010932,0.003215,0.011254,0.014148,0.014469,0.007395,0.108682,0.086174,0.012862,0.024437,0.018328,0.016720,0.003215,0.018650,0.014148,0.108682,0.164952,0.030868,0.234727,0.013183,0.023794,0.025402,0.115756,0.023473,0.002251,0.001929,0.006431,0.017363,0.003537,0.017042,0.021865,0.010289,0.009003,0.000965,0.008360,0.010611,0.015756,0.012540,0.081029,0.222830,0.028617,0.027331,0.012540,0.027331,0.005145,0.013505,0.010611,0.027974,0.039550,0.002251,0.015756,0.002572,0.003859,0.000965,0.010611,0.021865,0.003215,0.002251,0.002251,0.036334,0.003859,0.014791,0.007395,0.001608,0.001608,0.000643,0.001286,0.001286,0.004502,0.003537,0.006752,0.147910,0.016399,0.016077,0.012862,0.014148,0.002572,0.009646,0.018328,0.228296,0.307395,0.016720,0.108039,0.024437,0.043087,0.016720,0.074277,0.028939,0.005145,0.001929,0.000965,0.016399,0.003215,0.019293,0.018971,0.012540,0.009968,0.001929,0.008039,0.013826,0.033762,0.019293,0.073312,0.092283,0.016077,0.026367,0.015434,0.013183,0.002894,0.012862,0.012862,0.022508,0.009968,0.002251,0.024759,0.002251,0.002894,0.003859,0.024759,0.114791,0.015113,0.033441,0.023151,0.172026,0.021222,0.317363,0.117363,0.010611,0.008360,0.002251,0.015113,0.006752,0.016399,0.010289,0.083601,0.015756,0.002251,0.003859,0.003537,0.001608,0.000000,0.002572,0.002894,0.016399,0.022830,0.005145,0.036977,0.003215,0.004180,0.003859,0.024437,0.017042,0.001286,0.006431,0.005145,0.026367,0.004823,0.043408,0.023794,0.008682,0.015434,0.004502,0.031190,0.018328,0.055627,0.035691,0.236977,0.142122,0.017363,0.012219,0.011897,0.013826,0.002251,0.014148,0.012540,0.030225,0.023473,0.002572,0.013183,0.002894,0.003859,0.001929,0.016077,0.219936,0.022830,0.016720,0.016077,0.251447,0.036977,0.113183,0.071061,0.008039,0.015756,0.001608,0.017685,0.010289,0.030547,0.007395,0.073312,0.175563,0.018006,0.011576,0.012540,0.016720,0.002894,0.014469,0.028617,0.264952,0.142122,0.007717,0.072990,0.026688,0.028617,0.022830,0.103537,0.271061,0.031833,0.011897,0.020579,0.134405,0.026045,0.072669,0.109325,0.119614,0.103537,0.008039,0.084566,0.094855,0.254662,0.088424,0.597428
1,1.000000,0.120808,0.288110,0.179878,0.107851,0.018674,0.157012,0.153201,0.141006,0.144055,0.026296,0.214939,0.020198,0.023247,0.026296,0.197790,0.140625,0.024009,0.030488,0.035823,0.127668,0.019436,0.261433,0.281631,0.019055,0.011433,0.001524,0.012576,0.010671,0.016387,0.014482,0.110518,0.124238,0.014101,0.032012,0.017912,0.020579,0.004573,0.026296,0.013720,0.115854,0.193979,0.036966,0.327363,0.016387,0.022485,0.025915,0.139863,0.016768,0.003430,0.003811,0.004573,0.017530,0.004573,0.035061,0.042302,0.014101,0.011052,0.001524,0.009909,0.014101,0.016006,0.020198,0.093369,0.304878,0.037348,0.036966,0.016387,0.031631,0.003430,0.019436,0.011433,0.033155,0.066311,0.003049,0.016768,0.003811,0.006479,0.001524,0.012957,0.032393,0.003430,0.003811,0.001524,0.041540,0.003811,0.020579,0.011052,0.002287,0.001524,0.001524,0.000000,0.002287,0.006098,0.001143,0.008003,0.163110,0.015244,0.017530,0.016387,0.022866,0.002668,0.012195,0.015625,0.270198,0.387195,0.021723,0.137195,0.027058,0.056402,0.021341,0.081555,0.031250,0.003049,0.003049,0.002287,0.027058,0.004192,0.024390,0.023247,0.009527,0.011433,0.004192,0.009909,0.021341,0.045351,0.029726,0.107088,0.136052,0.025915,0.048018,0.024390,0.016006,0.003049,0.015244,0.017530,0.025915,0.018674,0.002668,0.022104,0.001143,0.003049,0.004954,0.023628,0.156250,0.019817,0.059070,0.026677,0.214939,0.033155,0.412348,0.164634,0.010671,0.016006,0.001524,0.011433,0.012576,0.019817,0.013720,0.092988,0.020198,0.006098,0.008003,0.004192,0.003811,0.000762,0.003430,0.003430,0.023628,0.024771,0.003811,0.044207,0.001905,0.006479,0.003049,0.033537,0.017149,0.003049,0.004954,0.005716,0.027439,0.007622,0.062500,0.038872,0.013338,0.020960,0.007241,0.042683,0.022485,0.078887,0.057165,0.288491,0.189024,0.021341,0.016387,0.014101,0.021723,0.003049,0.016768,0.018293,0.038491,0.032012,0.002668,0.017912,0.005335,0.004573,0.002668,0.020960,0.252668,0.027439,0.020579,0.016387,0.350610,0.053354,0.154726,0.080412,0.015244,0.023247,0.002668,0.025534,0.016387,0.046494,0.012195,0.086509,0.193216,0.021723,0.009146,0.010671,0.021723,0.003811,0.012957,0.033918,0.317073,0.154345,0.013338,0.081174,0.035823,0.038491,0.020960,0.092226,0.234756,0.022485,0.010671,0.015625,0.157774,0.028201,0.100229,0.094131,0.140625,0.097180,0.013720,0.087271,0.106707,0.307546,0.128430,0.734756
